population,minimum_age,maximum_age,gender,zipcode,geo_id
209,0.0,4.0,female,31031,8600000US31031
36,50.0,54.0,female,83123,8600000US83123
20,0.0,4.0,female,58275,8600000US58275
418,15.0,17.0,female,1106,8600000US01106
71,50.0,54.0,male,60924,8600000US60924
21,22.0,24.0,female,31764,8600000US31764
39,55.0,59.0,female,83452,8600000US83452
5,22.0,24.0,female,57766,8600000US57766
227,67.0,69.0,male,94965,8600000US94965
353,85.0,nan,female,8071,8600000US08071
7,22.0,24.0,female,77454,8600000US77454
1,35.0,39.0,male,16546,8600000US16546
6,15.0,17.0,female,57264,8600000US57264
6,21.0,21.0,female,26576,8600000US26576
8,80.0,84.0,male,59275,8600000US59275
51,40.0,44.0,male,49130,8600000US49130
2,5.0,9.0,female,95736,8600000US95736
4,55.0,59.0,female,58372,8600000US58372
90,30.0,34.0,female,16053,8600000US16053
21,62.0,64.0,male,68017,8600000US68017
110,75.0,79.0,female,12033,8600000US12033
8368,nan,nan,male,77437,8600000US77437
65,21.0,21.0,male,33626,8600000US33626
152,80.0,84.0,male,85086,8600000US85086
11,30.0,34.0,female,17768,8600000US17768
6,67.0,69.0,male,81225,8600000US81225
125,65.0,66.0,male,82435,8600000US82435
18,80.0,84.0,female,60444,8600000US60444
4,55.0,59.0,female,75856,8600000US75856
169,15.0,17.0,male,13339,8600000US13339
20,50.0,54.0,male,62976,8600000US62976
49,75.0,79.0,female,39160,8600000US39160
1401,10.0,14.0,female,49508,8600000US49508
16,45.0,49.0,male,16311,8600000US16311
1061,35.0,39.0,female,29615,8600000US29615
549,75.0,79.0,female,30047,8600000US30047
44,75.0,79.0,female,45744,8600000US45744
2,65.0,66.0,female,43926,8600000US43926
863,40.0,44.0,female,46221,8600000US46221
117,0.0,4.0,male,16743,8600000US16743
1,5.0,9.0,female,12007,8600000US12007
17226,nan,nan,male,77063,8600000US77063
16,30.0,34.0,male,51530,8600000US51530
451,65.0,66.0,female,48221,8600000US48221
7,21.0,21.0,male,71450,8600000US71450
32,75.0,79.0,female,24085,8600000US24085
102,15.0,17.0,male,63873,8600000US63873
265,62.0,64.0,female,37721,8600000US37721
12,20.0,20.0,male,40370,8600000US40370
87,nan,nan,female,85912,8600000US85912
106,50.0,54.0,male,72562,8600000US72562
3296,nan,nan,nan,5679,8600000US05679
42,22.0,24.0,male,79567,8600000US79567
7,5.0,9.0,female,99401,8600000US99401
100,5.0,9.0,female,53941,8600000US53941
9,22.0,24.0,male,38339,8600000US38339
2030,50.0,54.0,female,19382,8600000US19382
6,15.0,17.0,female,73442,8600000US73442
99,50.0,54.0,male,74463,8600000US74463
74,5.0,9.0,male,25555,8600000US25555
77,65.0,66.0,male,6378,8600000US06378
138,15.0,17.0,female,65648,8600000US65648
62,25.0,29.0,female,96781,8600000US96781
56,10.0,14.0,female,23035,8600000US23035
63,60.0,61.0,female,37665,8600000US37665
159,80.0,84.0,male,78247,8600000US78247
74,70.0,74.0,male,968,8600000US00968
2,80.0,84.0,male,78860,8600000US78860
155,22.0,24.0,male,16046,8600000US16046
83,30.0,34.0,female,60146,8600000US60146
1,85.0,nan,male,63674,8600000US63674
128,50.0,54.0,male,95237,8600000US95237
52,30.0,34.0,male,62320,8600000US62320
3,67.0,69.0,female,36615,8600000US36615
233,62.0,64.0,male,918,8600000US00918
186,35.0,39.0,female,48320,8600000US48320
4,18.0,19.0,female,55785,8600000US55785
6,20.0,20.0,male,44815,8600000US44815
304,0.0,4.0,female,45415,8600000US45415
32,18.0,19.0,female,45064,8600000US45064
315,65.0,66.0,male,98110,8600000US98110
54,85.0,nan,male,77864,8600000US77864
201,60.0,61.0,female,29672,8600000US29672
53,62.0,64.0,male,36040,8600000US36040
106,15.0,17.0,female,25303,8600000US25303
60,65.0,66.0,female,31006,8600000US31006
2925,nan,nan,female,83660,8600000US83660
17,22.0,24.0,male,29370,8600000US29370
26,45.0,49.0,female,92327,8600000US92327
45,62.0,64.0,female,39354,8600000US39354
239,18.0,19.0,female,40342,8600000US40342
8,67.0,69.0,male,80425,8600000US80425
345,25.0,29.0,male,97386,8600000US97386
76,nan,nan,female,15047,8600000US15047
932,50.0,54.0,female,90680,8600000US90680
12,65.0,66.0,female,24822,8600000US24822
7,67.0,69.0,female,79345,8600000US79345
3839,nan,nan,female,47448,8600000US47448
43,70.0,74.0,female,7717,8600000US07717
2743,nan,nan,male,17361,8600000US17361
569,25.0,29.0,female,35613,8600000US35613
2315,0.0,4.0,female,60120,8600000US60120
9,0.0,4.0,male,16694,8600000US16694
18,18.0,19.0,female,29821,8600000US29821
114,22.0,24.0,female,66618,8600000US66618
17,40.0,44.0,male,75469,8600000US75469
17,21.0,21.0,female,26205,8600000US26205
133,75.0,79.0,male,3053,8600000US03053
5,80.0,84.0,female,81057,8600000US81057
6,22.0,24.0,male,20606,8600000US20606
31,15.0,17.0,female,14504,8600000US14504
1665,55.0,59.0,female,7052,8600000US07052
427,5.0,9.0,male,61525,8600000US61525
45,21.0,21.0,male,35474,8600000US35474
197,75.0,79.0,male,78641,8600000US78641
5,21.0,21.0,male,42729,8600000US42729
333,70.0,74.0,female,13057,8600000US13057
33,75.0,79.0,male,71675,8600000US71675
27,22.0,24.0,female,28665,8600000US28665
41,25.0,29.0,female,68463,8600000US68463
217,18.0,19.0,female,90040,8600000US90040
42,18.0,19.0,female,15557,8600000US15557
42,20.0,20.0,female,53948,8600000US53948
37,30.0,34.0,male,2556,8600000US02556
102,35.0,39.0,female,44846,8600000US44846
53,67.0,69.0,male,37302,8600000US37302
454,10.0,14.0,male,61764,8600000US61764
20,62.0,64.0,male,56240,8600000US56240
4,75.0,79.0,female,26443,8600000US26443
228,67.0,69.0,female,74127,8600000US74127
346,18.0,19.0,male,35640,8600000US35640
259,67.0,69.0,male,91746,8600000US91746
231,65.0,66.0,male,44131,8600000US44131
69,62.0,64.0,male,54426,8600000US54426
184,21.0,21.0,male,98409,8600000US98409
172,80.0,84.0,male,2090,8600000US02090
38,18.0,19.0,male,2367,8600000US02367
308,67.0,69.0,female,55448,8600000US55448
15,55.0,59.0,female,55090,8600000US55090
277,22.0,24.0,female,32796,8600000US32796
138,62.0,64.0,male,30108,8600000US30108
521,35.0,39.0,female,32905,8600000US32905
242,55.0,59.0,female,28586,8600000US28586
234,20.0,20.0,female,46241,8600000US46241
22,5.0,9.0,female,96044,8600000US96044
104,20.0,20.0,female,98671,8600000US98671
119,0.0,4.0,male,16037,8600000US16037
2,70.0,74.0,female,97625,8600000US97625
1,20.0,20.0,male,7880,8600000US07880
30,75.0,79.0,male,47848,8600000US47848
17,55.0,59.0,female,16859,8600000US16859
14,20.0,20.0,female,29075,8600000US29075
28,15.0,17.0,female,17237,8600000US17237
322,60.0,61.0,female,84003,8600000US84003
20,15.0,17.0,female,43782,8600000US43782
1,15.0,17.0,male,47853,8600000US47853
418,0.0,4.0,male,33773,8600000US33773
485,5.0,9.0,male,80216,8600000US80216
347,60.0,61.0,male,33461,8600000US33461
220,18.0,19.0,male,48827,8600000US48827
115,30.0,34.0,male,40828,8600000US40828
958,15.0,17.0,female,91801,8600000US91801
19013,nan,nan,male,85015,8600000US85015
284,5.0,9.0,male,38574,8600000US38574
19,22.0,24.0,female,95612,8600000US95612
71,60.0,61.0,male,78390,8600000US78390
746,50.0,54.0,female,62305,8600000US62305
560,5.0,9.0,male,89048,8600000US89048
879,15.0,17.0,male,48239,8600000US48239
103,nan,nan,nan,98235,8600000US98235
39,20.0,20.0,male,50263,8600000US50263
6,25.0,29.0,male,17041,8600000US17041
988,55.0,59.0,male,74501,8600000US74501
21,65.0,66.0,female,44082,8600000US44082
335,30.0,34.0,male,75156,8600000US75156
92,0.0,4.0,female,33920,8600000US33920
93,30.0,34.0,male,67039,8600000US67039
5,65.0,66.0,male,8324,8600000US08324
29,50.0,54.0,female,18980,8600000US18980
76,21.0,21.0,male,8215,8600000US08215
396,35.0,39.0,male,2744,8600000US02744
104,30.0,34.0,female,12594,8600000US12594
56,62.0,64.0,male,47944,8600000US47944
39,18.0,19.0,male,72365,8600000US72365
239,0.0,4.0,male,97367,8600000US97367
18,50.0,54.0,female,23887,8600000US23887
9771,nan,nan,female,98020,8600000US98020
30,0.0,4.0,male,25039,8600000US25039
4,80.0,84.0,male,64120,8600000US64120
12,30.0,34.0,male,63853,8600000US63853
7,18.0,19.0,male,59218,8600000US59218
541,25.0,29.0,male,1027,8600000US01027
22,22.0,24.0,male,62445,8600000US62445
533,nan,nan,nan,95554,8600000US95554
33,70.0,74.0,male,71018,8600000US71018
138,60.0,61.0,female,29654,8600000US29654
5,30.0,34.0,male,57256,8600000US57256
31,65.0,66.0,male,36850,8600000US36850
125,85.0,nan,female,74014,8600000US74014
25,0.0,4.0,male,12059,8600000US12059
58,40.0,44.0,male,12941,8600000US12941
233,20.0,20.0,female,37066,8600000US37066
2,80.0,84.0,male,12194,8600000US12194
80,30.0,34.0,female,26719,8600000US26719
39,10.0,14.0,male,73042,8600000US73042
737,0.0,4.0,female,79414,8600000US79414
7,50.0,54.0,female,68309,8600000US68309
425,40.0,44.0,female,45309,8600000US45309
602,22.0,24.0,male,20746,8600000US20746
106,22.0,24.0,male,93660,8600000US93660
522,nan,nan,nan,83228,8600000US83228
2,20.0,20.0,male,84533,8600000US84533
69,30.0,34.0,male,86011,8600000US86011
263,80.0,84.0,male,95111,8600000US95111
260,70.0,74.0,male,49316,8600000US49316
93,0.0,4.0,male,13658,8600000US13658
2,18.0,19.0,male,83421,8600000US83421
40,15.0,17.0,male,13335,8600000US13335
36,35.0,39.0,female,47357,8600000US47357
1048,22.0,24.0,female,92243,8600000US92243
1289,45.0,49.0,male,4240,8600000US04240
783,45.0,49.0,male,85297,8600000US85297
13,20.0,20.0,female,17862,8600000US17862
172,18.0,19.0,male,7513,8600000US07513
17,80.0,84.0,male,78650,8600000US78650
161,nan,nan,female,96065,8600000US96065
92,21.0,21.0,male,32403,8600000US32403
6,67.0,69.0,female,19017,8600000US19017
11,55.0,59.0,female,65731,8600000US65731
64,35.0,39.0,female,10526,8600000US10526
947,40.0,44.0,female,94621,8600000US94621
72,0.0,4.0,female,39854,8600000US39854
13,30.0,34.0,female,96087,8600000US96087
36,22.0,24.0,male,55769,8600000US55769
6,15.0,17.0,male,40743,8600000US40743
49445,nan,nan,nan,89119,8600000US89119
2,75.0,79.0,male,66843,8600000US66843
228,62.0,64.0,female,78702,8600000US78702
209,10.0,14.0,female,27011,8600000US27011
94,62.0,64.0,female,35466,8600000US35466
94,70.0,74.0,female,75630,8600000US75630
1150,nan,nan,nan,78215,8600000US78215
26,65.0,66.0,male,94973,8600000US94973
911,15.0,17.0,female,98052,8600000US98052
9,70.0,74.0,female,63782,8600000US63782
115,65.0,66.0,male,28730,8600000US28730
898,35.0,39.0,female,90303,8600000US90303
269,21.0,21.0,female,10011,8600000US10011
136,18.0,19.0,male,17756,8600000US17756
249,70.0,74.0,male,39209,8600000US39209
33,62.0,64.0,female,51241,8600000US51241
6,80.0,84.0,male,52727,8600000US52727
180,65.0,66.0,female,90402,8600000US90402
240,70.0,74.0,female,23072,8600000US23072
6,65.0,66.0,male,16329,8600000US16329
1648,0.0,4.0,male,43302,8600000US43302
40,25.0,29.0,female,65046,8600000US65046
7,60.0,61.0,female,46958,8600000US46958
355,20.0,20.0,male,4901,8600000US04901
79,55.0,59.0,female,14813,8600000US14813
2,20.0,20.0,female,83232,8600000US83232
1993,nan,nan,nan,15840,8600000US15840
50082,nan,nan,female,11385,8600000US11385
16,18.0,19.0,female,82729,8600000US82729
7,25.0,29.0,male,66008,8600000US66008
688,62.0,64.0,female,49441,8600000US49441
299,60.0,61.0,male,35811,8600000US35811
583,30.0,34.0,male,11552,8600000US11552
24,85.0,nan,female,37335,8600000US37335
255,10.0,14.0,female,55807,8600000US55807
26,50.0,54.0,male,66710,8600000US66710
626,70.0,74.0,female,1420,8600000US01420
534,40.0,44.0,male,70764,8600000US70764
156,15.0,17.0,female,79124,8600000US79124
286,22.0,24.0,female,8077,8600000US08077
6,40.0,44.0,male,58520,8600000US58520
3,80.0,84.0,female,87577,8600000US87577
5,60.0,61.0,male,28077,8600000US28077
4,22.0,24.0,male,68786,8600000US68786
537,22.0,24.0,male,98466,8600000US98466
25,80.0,84.0,male,75939,8600000US75939
16904,nan,nan,female,61820,8600000US61820
14218,nan,nan,male,2118,8600000US02118
1,25.0,29.0,female,15510,8600000US15510
433,15.0,17.0,female,48420,8600000US48420
380,30.0,34.0,female,76309,8600000US76309
77,65.0,66.0,male,28762,8600000US28762
65,75.0,79.0,female,32181,8600000US32181
270,70.0,74.0,female,85017,8600000US85017
24,40.0,44.0,male,52035,8600000US52035
274,30.0,34.0,male,37772,8600000US37772
145,35.0,39.0,female,97913,8600000US97913
23,20.0,20.0,male,36477,8600000US36477
65,67.0,69.0,male,29924,8600000US29924
311,35.0,39.0,female,40977,8600000US40977
77,21.0,21.0,male,80424,8600000US80424
16,65.0,66.0,male,83334,8600000US83334
107,35.0,39.0,male,22534,8600000US22534
446,nan,nan,female,75976,8600000US75976
458,35.0,39.0,female,78255,8600000US78255
41989,nan,nan,nan,77055,8600000US77055
24,75.0,79.0,male,16878,8600000US16878
2,20.0,20.0,female,99329,8600000US99329
43,10.0,14.0,male,73173,8600000US73173
29,30.0,34.0,female,76652,8600000US76652
172,40.0,44.0,male,48866,8600000US48866
535,55.0,59.0,female,27403,8600000US27403
33,5.0,9.0,male,57015,8600000US57015
106,85.0,nan,male,78238,8600000US78238
26,5.0,9.0,female,5867,8600000US05867
2,18.0,19.0,female,58430,8600000US58430
2598,nan,nan,female,2738,8600000US02738
740,50.0,54.0,male,8872,8600000US08872
211,40.0,44.0,male,21853,8600000US21853
1,20.0,20.0,female,58562,8600000US58562
26,50.0,54.0,female,67466,8600000US67466
64,0.0,4.0,male,54469,8600000US54469
20,21.0,21.0,female,44217,8600000US44217
1,18.0,19.0,female,12856,8600000US12856
240,20.0,20.0,female,94603,8600000US94603
18,40.0,44.0,male,62880,8600000US62880
77,5.0,9.0,female,65263,8600000US65263
65,70.0,74.0,female,18630,8600000US18630
147,30.0,34.0,male,5454,8600000US05454
4,85.0,nan,female,12769,8600000US12769
165,25.0,29.0,female,1469,8600000US01469
777,55.0,59.0,male,28787,8600000US28787
8,22.0,24.0,male,5862,8600000US05862
5212,nan,nan,female,76692,8600000US76692
138,25.0,29.0,female,29924,8600000US29924
64,75.0,79.0,female,36271,8600000US36271
21,70.0,74.0,female,77577,8600000US77577
207,80.0,84.0,female,33837,8600000US33837
75,5.0,9.0,male,72354,8600000US72354
2,21.0,21.0,male,31007,8600000US31007
28,67.0,69.0,male,72354,8600000US72354
45,22.0,24.0,male,37852,8600000US37852
22507,nan,nan,nan,17408,8600000US17408
1,80.0,84.0,male,25810,8600000US25810
13,45.0,49.0,male,15544,8600000US15544
3,67.0,69.0,female,54760,8600000US54760
504,15.0,17.0,female,78610,8600000US78610
722,62.0,64.0,female,34983,8600000US34983
6082,nan,nan,male,78559,8600000US78559
11228,nan,nan,male,78238,8600000US78238
15,35.0,39.0,female,16228,8600000US16228
30,21.0,21.0,male,36093,8600000US36093
654,55.0,59.0,male,77049,8600000US77049
631,10.0,14.0,male,77598,8600000US77598
49,5.0,9.0,female,26280,8600000US26280
35,25.0,29.0,male,10976,8600000US10976
28,80.0,84.0,female,48876,8600000US48876
70,10.0,14.0,female,23867,8600000US23867
2,80.0,84.0,male,40801,8600000US40801
9,18.0,19.0,male,51245,8600000US51245
725,22.0,24.0,female,89081,8600000US89081
16,30.0,34.0,female,96774,8600000US96774
34,85.0,nan,male,52776,8600000US52776
19,62.0,64.0,female,95313,8600000US95313
185,65.0,66.0,male,84103,8600000US84103
346,15.0,17.0,female,86045,8600000US86045
10,20.0,20.0,male,75471,8600000US75471
22,15.0,17.0,female,68864,8600000US68864
218,5.0,9.0,female,51360,8600000US51360
1181,30.0,34.0,male,91403,8600000US91403
188,70.0,74.0,male,32348,8600000US32348
47,15.0,17.0,male,14506,8600000US14506
156,80.0,84.0,female,77354,8600000US77354
911,0.0,4.0,female,71459,8600000US71459
40,30.0,34.0,female,4041,8600000US04041
14331,nan,nan,nan,77027,8600000US77027
6,55.0,59.0,female,58758,8600000US58758
196,45.0,49.0,female,40150,8600000US40150
2399,5.0,9.0,female,27587,8600000US27587
3,65.0,66.0,female,71406,8600000US71406
34,85.0,nan,female,72040,8600000US72040
7,18.0,19.0,female,72517,8600000US72517
2667,nan,nan,female,61610,8600000US61610
401,67.0,69.0,female,89107,8600000US89107
14,20.0,20.0,male,39140,8600000US39140
474,45.0,49.0,male,6418,8600000US06418
670,0.0,4.0,male,35022,8600000US35022
15,22.0,24.0,female,92242,8600000US92242
42,45.0,49.0,male,3750,8600000US03750
2777,nan,nan,female,28636,8600000US28636
94,60.0,61.0,female,90013,8600000US90013
155,67.0,69.0,female,13204,8600000US13204
568,10.0,14.0,male,27856,8600000US27856
15,80.0,84.0,female,62573,8600000US62573
8021,nan,nan,female,86323,8600000US86323
4,20.0,20.0,female,33865,8600000US33865
5,55.0,59.0,female,62809,8600000US62809
1,65.0,66.0,female,21056,8600000US21056
154,60.0,61.0,female,76645,8600000US76645
566,22.0,24.0,male,2136,8600000US02136
52,0.0,4.0,male,61943,8600000US61943
78,15.0,17.0,male,80117,8600000US80117
19,55.0,59.0,male,64434,8600000US64434
32,67.0,69.0,female,30216,8600000US30216
380,15.0,17.0,female,11428,8600000US11428
3,5.0,9.0,female,38844,8600000US38844
952,45.0,49.0,female,47203,8600000US47203
13,15.0,17.0,female,35542,8600000US35542
1571,0.0,4.0,male,90065,8600000US90065
23,nan,nan,nan,15616,8600000US15616
262,21.0,21.0,male,37620,8600000US37620
19,85.0,nan,female,22652,8600000US22652
23,21.0,21.0,female,37037,8600000US37037
232,25.0,29.0,female,2921,8600000US02921
42,70.0,74.0,male,24844,8600000US24844
22,85.0,nan,male,29372,8600000US29372
606,5.0,9.0,female,97914,8600000US97914
375,50.0,54.0,female,95946,8600000US95946
1666,55.0,59.0,female,2169,8600000US02169
219,35.0,39.0,male,1534,8600000US01534
74,21.0,21.0,female,85250,8600000US85250
12217,nan,nan,nan,60173,8600000US60173
92,55.0,59.0,female,1072,8600000US01072
81,80.0,84.0,male,35475,8600000US35475
4,20.0,20.0,male,96780,8600000US96780
416,22.0,24.0,male,68046,8600000US68046
521,70.0,74.0,female,84117,8600000US84117
148,25.0,29.0,female,75765,8600000US75765
1566,75.0,79.0,female,34748,8600000US34748
97,0.0,4.0,male,57071,8600000US57071
272,0.0,4.0,female,97882,8600000US97882
76,70.0,74.0,male,48654,8600000US48654
124,55.0,59.0,male,95562,8600000US95562
6,62.0,64.0,male,22643,8600000US22643
27,21.0,21.0,female,65610,8600000US65610
183,20.0,20.0,female,85295,8600000US85295
57,62.0,64.0,female,61281,8600000US61281
67,85.0,nan,male,622,8600000US00622
2,55.0,59.0,female,21862,8600000US21862
5,18.0,19.0,female,48432,8600000US48432
446,15.0,17.0,female,2176,8600000US02176
41,22.0,24.0,female,18322,8600000US18322
58,45.0,49.0,female,83335,8600000US83335
10,40.0,44.0,male,43077,8600000US43077
37,25.0,29.0,female,69343,8600000US69343
21,35.0,39.0,female,59930,8600000US59930
13,85.0,nan,male,14550,8600000US14550
1458,25.0,29.0,male,3820,8600000US03820
71,45.0,49.0,female,27935,8600000US27935
1093,40.0,44.0,female,29803,8600000US29803
166,5.0,9.0,male,10594,8600000US10594
711,35.0,39.0,male,80487,8600000US80487
80,10.0,14.0,male,21798,8600000US21798
47,70.0,74.0,female,77650,8600000US77650
2083,30.0,34.0,male,90028,8600000US90028
103,22.0,24.0,male,6335,8600000US06335
12,85.0,nan,male,54204,8600000US54204
345,50.0,54.0,male,37212,8600000US37212
207,75.0,79.0,female,37909,8600000US37909
19,18.0,19.0,female,83262,8600000US83262
351,15.0,17.0,female,42633,8600000US42633
331,35.0,39.0,female,61254,8600000US61254
38792,nan,nan,nan,20748,8600000US20748
6877,nan,nan,male,74070,8600000US74070
9,65.0,66.0,male,20693,8600000US20693
21,60.0,61.0,female,47373,8600000US47373
11,30.0,34.0,male,23068,8600000US23068
2,22.0,24.0,male,23129,8600000US23129
1564,40.0,44.0,female,60451,8600000US60451
1222,nan,nan,male,68061,8600000US68061
1265,40.0,44.0,female,97213,8600000US97213
8498,nan,nan,female,8033,8600000US08033
4,22.0,24.0,female,15962,8600000US15962
50,70.0,74.0,male,29432,8600000US29432
12,60.0,61.0,male,54418,8600000US54418
3521,30.0,34.0,female,28269,8600000US28269
5,18.0,19.0,female,68378,8600000US68378
5,75.0,79.0,male,54769,8600000US54769
401,21.0,21.0,male,78758,8600000US78758
10,67.0,69.0,male,50654,8600000US50654
58,18.0,19.0,male,78375,8600000US78375
33,21.0,21.0,female,98563,8600000US98563
18,80.0,84.0,male,76578,8600000US76578
509,0.0,4.0,male,44319,8600000US44319
21,75.0,79.0,female,64105,8600000US64105
344,5.0,9.0,female,97221,8600000US97221
8041,nan,nan,female,44420,8600000US44420
76,40.0,44.0,female,75651,8600000US75651
53,40.0,44.0,male,56209,8600000US56209
1400,55.0,59.0,female,7601,8600000US07601
14,15.0,17.0,male,54835,8600000US54835
128,45.0,49.0,female,39063,8600000US39063
22,18.0,19.0,female,75431,8600000US75431
305,22.0,24.0,male,22026,8600000US22026
2,21.0,21.0,male,79848,8600000US79848
97,45.0,49.0,male,28622,8600000US28622
72,30.0,34.0,female,31549,8600000US31549
271,62.0,64.0,female,28209,8600000US28209
64,65.0,66.0,male,54216,8600000US54216
4,62.0,64.0,female,16847,8600000US16847
67,20.0,20.0,female,99712,8600000US99712
8,18.0,19.0,male,5647,8600000US05647
40,80.0,84.0,female,37046,8600000US37046
186,40.0,44.0,male,92320,8600000US92320
560,40.0,44.0,male,44333,8600000US44333
32,5.0,9.0,female,38452,8600000US38452
8,35.0,39.0,female,58752,8600000US58752
1013,50.0,54.0,female,61109,8600000US61109
19,22.0,24.0,female,27014,8600000US27014
1,75.0,79.0,female,87028,8600000US87028
1425,nan,nan,nan,38560,8600000US38560
10,15.0,17.0,male,30822,8600000US30822
30,25.0,29.0,female,32336,8600000US32336
11,85.0,nan,male,50541,8600000US50541
511,80.0,84.0,female,32405,8600000US32405
156,21.0,21.0,male,48135,8600000US48135
22,65.0,66.0,male,62458,8600000US62458
32,62.0,64.0,male,84774,8600000US84774
600,nan,nan,male,57577,8600000US57577
7,21.0,21.0,male,56178,8600000US56178
53,60.0,61.0,female,76259,8600000US76259
147,55.0,59.0,male,35580,8600000US35580
73,67.0,69.0,male,5060,8600000US05060
458,60.0,61.0,male,95758,8600000US95758
33,40.0,44.0,male,58761,8600000US58761
239,50.0,54.0,male,31833,8600000US31833
55,25.0,29.0,male,61322,8600000US61322
439,30.0,34.0,male,66226,8600000US66226
104,50.0,54.0,male,29742,8600000US29742
786,nan,nan,male,36855,8600000US36855
237,70.0,74.0,female,1778,8600000US01778
9,85.0,nan,female,29592,8600000US29592
67,75.0,79.0,male,14569,8600000US14569
89,70.0,74.0,female,29125,8600000US29125
583,15.0,17.0,male,53144,8600000US53144
24,45.0,49.0,female,12517,8600000US12517
14,85.0,nan,male,39739,8600000US39739
7,80.0,84.0,female,51523,8600000US51523
1321,nan,nan,nan,56678,8600000US56678
11,25.0,29.0,female,62996,8600000US62996
13,40.0,44.0,male,40939,8600000US40939
166,62.0,64.0,female,87420,8600000US87420
51,20.0,20.0,female,93465,8600000US93465
35,22.0,24.0,female,58784,8600000US58784
141,65.0,66.0,male,87532,8600000US87532
7,70.0,74.0,male,87831,8600000US87831
803,25.0,29.0,male,80620,8600000US80620
92,35.0,39.0,female,44814,8600000US44814
161,30.0,34.0,male,53528,8600000US53528
15825,nan,nan,female,35603,8600000US35603
146,65.0,66.0,male,56431,8600000US56431
442,22.0,24.0,female,32609,8600000US32609
2,65.0,66.0,female,88344,8600000US88344
351,18.0,19.0,female,60510,8600000US60510
57,21.0,21.0,female,35179,8600000US35179
12,80.0,84.0,male,97135,8600000US97135
2,22.0,24.0,male,44493,8600000US44493
207,0.0,4.0,male,49720,8600000US49720
18,55.0,59.0,female,92060,8600000US92060
1639,45.0,49.0,male,91387,8600000US91387
11,0.0,4.0,male,39877,8600000US39877
65,5.0,9.0,female,95423,8600000US95423
5,65.0,66.0,male,54985,8600000US54985
50,18.0,19.0,female,49067,8600000US49067
44,10.0,14.0,male,14055,8600000US14055
2,40.0,44.0,male,46771,8600000US46771
19,15.0,17.0,male,99743,8600000US99743
7,18.0,19.0,male,67029,8600000US67029
1,18.0,19.0,male,82322,8600000US82322
115,30.0,34.0,female,42721,8600000US42721
23,70.0,74.0,male,25958,8600000US25958
1560,55.0,59.0,female,8053,8600000US08053
33,67.0,69.0,male,58054,8600000US58054
726,50.0,54.0,male,55411,8600000US55411
15,85.0,nan,male,57620,8600000US57620
5225,nan,nan,nan,44114,8600000US44114
289,50.0,54.0,female,1741,8600000US01741
4,70.0,74.0,male,99550,8600000US99550
323,55.0,59.0,male,17349,8600000US17349
2,15.0,17.0,female,30464,8600000US30464
160,21.0,21.0,female,917,8600000US00917
47,45.0,49.0,male,41166,8600000US41166
496,62.0,64.0,male,3038,8600000US03038
133,5.0,9.0,male,95258,8600000US95258
42,25.0,29.0,female,62090,8600000US62090
2,22.0,24.0,female,45145,8600000US45145
1567,nan,nan,male,44451,8600000US44451
698,nan,nan,female,66835,8600000US66835
6,75.0,79.0,male,87319,8600000US87319
13,45.0,49.0,male,26707,8600000US26707
249,21.0,21.0,male,55119,8600000US55119
510,62.0,64.0,female,703,8600000US00703
86,55.0,59.0,female,95638,8600000US95638
45180,nan,nan,nan,32162,8600000US32162
424,20.0,20.0,female,11218,8600000US11218
7,45.0,49.0,male,67863,8600000US67863
1190,25.0,29.0,male,77459,8600000US77459
912,70.0,74.0,female,8054,8600000US08054
1435,nan,nan,male,72944,8600000US72944
34,5.0,9.0,female,50168,8600000US50168
1459,25.0,29.0,female,20707,8600000US20707
10,20.0,20.0,male,64761,8600000US64761
15,18.0,19.0,male,71264,8600000US71264
172,0.0,4.0,male,17314,8600000US17314
32,70.0,74.0,male,54028,8600000US54028
2,20.0,20.0,male,72140,8600000US72140
640,40.0,44.0,male,38242,8600000US38242
170,65.0,66.0,female,27932,8600000US27932
71,15.0,17.0,male,8063,8600000US08063
30,45.0,49.0,female,41555,8600000US41555
270,45.0,49.0,female,79339,8600000US79339
62,62.0,64.0,female,85137,8600000US85137
311,55.0,59.0,female,37861,8600000US37861
60,50.0,54.0,male,4627,8600000US04627
69,70.0,74.0,male,14546,8600000US14546
5,20.0,20.0,female,36505,8600000US36505
25,40.0,44.0,female,15477,8600000US15477
7,40.0,44.0,male,82620,8600000US82620
905,40.0,44.0,male,46221,8600000US46221
357,45.0,49.0,female,74437,8600000US74437
105,21.0,21.0,male,76058,8600000US76058
242,0.0,4.0,female,51041,8600000US51041
10,65.0,66.0,male,67137,8600000US67137
83,67.0,69.0,male,10607,8600000US10607
582,22.0,24.0,male,2368,8600000US02368
1522,40.0,44.0,male,78233,8600000US78233
4,70.0,74.0,female,59732,8600000US59732
55,80.0,84.0,female,38549,8600000US38549
25,85.0,nan,male,1505,8600000US01505
549,45.0,49.0,female,36571,8600000US36571
1163,30.0,34.0,female,30014,8600000US30014
11,80.0,84.0,male,42170,8600000US42170
2,75.0,79.0,female,76680,8600000US76680
210,50.0,54.0,male,12816,8600000US12816
43,75.0,79.0,female,70343,8600000US70343
25,65.0,66.0,female,28783,8600000US28783
353,15.0,17.0,male,63109,8600000US63109
49,18.0,19.0,female,68826,8600000US68826
22,10.0,14.0,male,60109,8600000US60109
498,50.0,54.0,male,66207,8600000US66207
11,0.0,4.0,female,64656,8600000US64656
