population,minimum_age,maximum_age,gender,zipcode,geo_id
61,18.0,19.0,female,13080,8600000US13080
512,60.0,61.0,female,91406,8600000US91406
148,60.0,61.0,male,23851,8600000US23851
15,10.0,14.0,female,68940,8600000US68940
17,25.0,29.0,male,25162,8600000US25162
1257,45.0,49.0,male,31405,8600000US31405
4,50.0,54.0,female,84718,8600000US84718
1981,nan,nan,nan,53093,8600000US53093
14,75.0,79.0,male,58230,8600000US58230
192,45.0,49.0,female,11724,8600000US11724
20,0.0,4.0,female,66039,8600000US66039
15,70.0,74.0,female,39877,8600000US39877
121,67.0,69.0,female,77864,8600000US77864
87,25.0,29.0,female,26456,8600000US26456
765,15.0,17.0,male,95662,8600000US95662
158,60.0,61.0,male,3064,8600000US03064
46,10.0,14.0,male,70729,8600000US70729
25,55.0,59.0,female,42232,8600000US42232
67,70.0,74.0,male,6423,8600000US06423
401,40.0,44.0,female,38821,8600000US38821
8,55.0,59.0,female,59065,8600000US59065
6,15.0,17.0,female,57644,8600000US57644
39,15.0,17.0,male,72376,8600000US72376
2396,5.0,9.0,male,44256,8600000US44256
4,10.0,14.0,male,30665,8600000US30665
3,50.0,54.0,male,83281,8600000US83281
110,50.0,54.0,female,66615,8600000US66615
120,10.0,14.0,male,59068,8600000US59068
592,18.0,19.0,female,90031,8600000US90031
1,45.0,49.0,male,36267,8600000US36267
22,80.0,84.0,female,37811,8600000US37811
16,60.0,61.0,female,12815,8600000US12815
3,65.0,66.0,female,6414,8600000US06414
25,21.0,21.0,female,79536,8600000US79536
3,22.0,24.0,female,67574,8600000US67574
5,75.0,79.0,male,62927,8600000US62927
2,21.0,21.0,female,38311,8600000US38311
1,21.0,21.0,male,62689,8600000US62689
697,45.0,49.0,male,16137,8600000US16137
58,10.0,14.0,male,38864,8600000US38864
136,21.0,21.0,female,61107,8600000US61107
27,62.0,64.0,female,1270,8600000US01270
10,67.0,69.0,male,17093,8600000US17093
47,25.0,29.0,female,14550,8600000US14550
36,10.0,14.0,male,84022,8600000US84022
488,18.0,19.0,male,89102,8600000US89102
999,25.0,29.0,female,63110,8600000US63110
132,20.0,20.0,male,6105,8600000US06105
1994,40.0,44.0,male,33463,8600000US33463
54,15.0,17.0,male,92061,8600000US92061
710,67.0,69.0,male,33446,8600000US33446
64,40.0,44.0,male,36925,8600000US36925
8,5.0,9.0,male,73673,8600000US73673
152,5.0,9.0,female,7931,8600000US07931
119,18.0,19.0,female,64079,8600000US64079
690,40.0,44.0,female,27701,8600000US27701
6,80.0,84.0,male,77002,8600000US77002
106,30.0,34.0,male,4429,8600000US04429
210,21.0,21.0,male,48146,8600000US48146
17,50.0,54.0,male,4626,8600000US04626
189,20.0,20.0,male,60090,8600000US60090
15134,nan,nan,female,90680,8600000US90680
103,18.0,19.0,female,60042,8600000US60042
164,21.0,21.0,male,32905,8600000US32905
1288,5.0,9.0,male,19142,8600000US19142
10,35.0,39.0,male,81233,8600000US81233
126,80.0,84.0,male,54971,8600000US54971
2939,nan,nan,nan,65632,8600000US65632
65,60.0,61.0,male,75135,8600000US75135
57,18.0,19.0,female,7677,8600000US07677
304,0.0,4.0,female,78002,8600000US78002
20,60.0,61.0,male,61078,8600000US61078
283,21.0,21.0,female,89506,8600000US89506
24,65.0,66.0,male,76656,8600000US76656
973,0.0,4.0,female,77535,8600000US77535
41,75.0,79.0,female,39116,8600000US39116
11764,nan,nan,male,37934,8600000US37934
15,18.0,19.0,male,12463,8600000US12463
14,15.0,17.0,female,66403,8600000US66403
17,25.0,29.0,male,98281,8600000US98281
16,85.0,nan,female,15631,8600000US15631
457,15.0,17.0,male,33040,8600000US33040
1104,45.0,49.0,female,48507,8600000US48507
96,10.0,14.0,female,43001,8600000US43001
2,20.0,20.0,female,24927,8600000US24927
2,75.0,79.0,female,42758,8600000US42758
490,75.0,79.0,male,38558,8600000US38558
50,75.0,79.0,male,43135,8600000US43135
87,65.0,66.0,female,49408,8600000US49408
94,25.0,29.0,male,21562,8600000US21562
131,75.0,79.0,male,72631,8600000US72631
24,21.0,21.0,female,98840,8600000US98840
58,22.0,24.0,female,87305,8600000US87305
3,67.0,69.0,male,73747,8600000US73747
11,85.0,nan,male,2644,8600000US02644
213,65.0,66.0,female,89512,8600000US89512
371,0.0,4.0,female,2465,8600000US02465
7,18.0,19.0,male,55017,8600000US55017
58,70.0,74.0,male,78593,8600000US78593
3,75.0,79.0,female,74761,8600000US74761
169,18.0,19.0,male,95814,8600000US95814
232,70.0,74.0,male,14092,8600000US14092
843,22.0,24.0,male,80017,8600000US80017
371,22.0,24.0,male,90603,8600000US90603
9,55.0,59.0,male,15738,8600000US15738
3,15.0,17.0,male,78712,8600000US78712
93,35.0,39.0,male,17244,8600000US17244
276,75.0,79.0,female,12211,8600000US12211
1120,55.0,59.0,female,33952,8600000US33952
30,0.0,4.0,female,59066,8600000US59066
415,70.0,74.0,female,32951,8600000US32951
54,75.0,79.0,female,21639,8600000US21639
9,80.0,84.0,female,42729,8600000US42729
211,75.0,79.0,female,27546,8600000US27546
543,10.0,14.0,female,45506,8600000US45506
50,22.0,24.0,female,54661,8600000US54661
10,25.0,29.0,male,26587,8600000US26587
18,75.0,79.0,male,98394,8600000US98394
55,21.0,21.0,male,44481,8600000US44481
170,0.0,4.0,male,19940,8600000US19940
2,65.0,66.0,male,79051,8600000US79051
52,30.0,34.0,female,13158,8600000US13158
297,75.0,79.0,female,48174,8600000US48174
907,35.0,39.0,male,45066,8600000US45066
102,22.0,24.0,female,98620,8600000US98620
1011,nan,nan,female,73040,8600000US73040
21,62.0,64.0,female,83524,8600000US83524
1057,0.0,4.0,male,77008,8600000US77008
147,18.0,19.0,male,44141,8600000US44141
18,30.0,34.0,male,60912,8600000US60912
3873,nan,nan,female,8102,8600000US08102
493,nan,nan,nan,68532,8600000US68532
231,25.0,29.0,female,8869,8600000US08869
306,25.0,29.0,female,40108,8600000US40108
511,62.0,64.0,male,28681,8600000US28681
11,18.0,19.0,female,37028,8600000US37028
160,60.0,61.0,male,2364,8600000US02364
9,80.0,84.0,male,68627,8600000US68627
303,75.0,79.0,male,91201,8600000US91201
19,70.0,74.0,male,76681,8600000US76681
101,5.0,9.0,male,45657,8600000US45657
535,45.0,49.0,male,60081,8600000US60081
63,45.0,49.0,female,95445,8600000US95445
5671,nan,nan,nan,47635,8600000US47635
151,85.0,nan,female,38068,8600000US38068
50,40.0,44.0,female,54511,8600000US54511
42,75.0,79.0,male,29335,8600000US29335
4,40.0,44.0,male,78635,8600000US78635
9,45.0,49.0,female,12927,8600000US12927
155,20.0,20.0,female,76798,8600000US76798
181,30.0,34.0,male,34442,8600000US34442
455,35.0,39.0,female,3106,8600000US03106
10,25.0,29.0,female,50108,8600000US50108
61,35.0,39.0,male,75661,8600000US75661
163,5.0,9.0,male,3461,8600000US03461
140,40.0,44.0,male,72519,8600000US72519
345,80.0,84.0,female,90036,8600000US90036
17,67.0,69.0,female,55757,8600000US55757
162,10.0,14.0,male,83869,8600000US83869
155,60.0,61.0,male,34428,8600000US34428
49,62.0,64.0,female,48829,8600000US48829
46717,nan,nan,male,60632,8600000US60632
151,75.0,79.0,female,47713,8600000US47713
32,67.0,69.0,male,22213,8600000US22213
41,21.0,21.0,female,19510,8600000US19510
48,35.0,39.0,male,58042,8600000US58042
43,67.0,69.0,female,42023,8600000US42023
125,80.0,84.0,female,39154,8600000US39154
32,21.0,21.0,female,44618,8600000US44618
757,50.0,54.0,male,30125,8600000US30125
1,15.0,17.0,female,18221,8600000US18221
311,35.0,39.0,female,19078,8600000US19078
15,60.0,61.0,female,96047,8600000US96047
10,21.0,21.0,male,12523,8600000US12523
12,0.0,4.0,male,58710,8600000US58710
1,65.0,66.0,female,79780,8600000US79780
2,60.0,61.0,female,79540,8600000US79540
129,20.0,20.0,male,2127,8600000US02127
2104,25.0,29.0,female,55104,8600000US55104
6,35.0,39.0,male,87032,8600000US87032
13,35.0,39.0,male,79059,8600000US79059
8,67.0,69.0,male,16131,8600000US16131
352,70.0,74.0,male,22801,8600000US22801
141,30.0,34.0,male,83113,8600000US83113
121,5.0,9.0,female,67062,8600000US67062
15,5.0,9.0,male,96044,8600000US96044
630,10.0,14.0,female,43138,8600000US43138
157,40.0,44.0,male,12946,8600000US12946
17,30.0,34.0,male,68961,8600000US68961
6,70.0,74.0,male,67841,8600000US67841
852,35.0,39.0,male,55912,8600000US55912
10,35.0,39.0,male,65258,8600000US65258
1,65.0,66.0,male,84529,8600000US84529
17,85.0,nan,female,45761,8600000US45761
1105,nan,nan,female,30149,8600000US30149
102,80.0,84.0,male,67152,8600000US67152
2,22.0,24.0,female,2637,8600000US02637
86,15.0,17.0,male,70357,8600000US70357
65,62.0,64.0,female,37302,8600000US37302
1,85.0,nan,male,4733,8600000US04733
351,85.0,nan,female,21060,8600000US21060
15,21.0,21.0,female,28669,8600000US28669
59,50.0,54.0,male,44695,8600000US44695
1686,10.0,14.0,male,29223,8600000US29223
474,50.0,54.0,male,2140,8600000US02140
300,10.0,14.0,male,30324,8600000US30324
16,45.0,49.0,female,46063,8600000US46063
344,50.0,54.0,female,34436,8600000US34436
4,20.0,20.0,male,11569,8600000US11569
26,45.0,49.0,male,8247,8600000US08247
96,5.0,9.0,male,79401,8600000US79401
18,60.0,61.0,male,89413,8600000US89413
20,18.0,19.0,male,74824,8600000US74824
4,10.0,14.0,female,55087,8600000US55087
42,25.0,29.0,male,83444,8600000US83444
72,30.0,34.0,male,73848,8600000US73848
2,18.0,19.0,female,16253,8600000US16253
210,21.0,21.0,male,29611,8600000US29611
811,55.0,59.0,female,53716,8600000US53716
38,45.0,49.0,female,56244,8600000US56244
114,65.0,66.0,female,45506,8600000US45506
681,35.0,39.0,female,65810,8600000US65810
3,15.0,17.0,female,26617,8600000US26617
1,15.0,17.0,male,89402,8600000US89402
5,18.0,19.0,male,67137,8600000US67137
21732,nan,nan,female,53081,8600000US53081
157,70.0,74.0,female,28305,8600000US28305
8,80.0,84.0,female,87558,8600000US87558
523,30.0,34.0,male,34714,8600000US34714
1115,0.0,4.0,male,22980,8600000US22980
109,67.0,69.0,male,16226,8600000US16226
84,60.0,61.0,female,704,8600000US00704
205,21.0,21.0,female,91739,8600000US91739
32,85.0,nan,female,1262,8600000US01262
41,60.0,61.0,male,42023,8600000US42023
59,25.0,29.0,male,61011,8600000US61011
36,80.0,84.0,male,47346,8600000US47346
41,20.0,20.0,male,40447,8600000US40447
25,67.0,69.0,male,3588,8600000US03588
716,40.0,44.0,male,94597,8600000US94597
22,67.0,69.0,female,15940,8600000US15940
36,60.0,61.0,male,75846,8600000US75846
5,75.0,79.0,male,15082,8600000US15082
291,75.0,79.0,male,95825,8600000US95825
24,80.0,84.0,male,70441,8600000US70441
80,15.0,17.0,male,48615,8600000US48615
174,35.0,39.0,male,64865,8600000US64865
423,nan,nan,nan,25134,8600000US25134
1168,55.0,59.0,female,46254,8600000US46254
78,50.0,54.0,female,45860,8600000US45860
73,21.0,21.0,female,2019,8600000US02019
30703,nan,nan,male,94538,8600000US94538
204,25.0,29.0,female,26070,8600000US26070
29,65.0,66.0,male,61753,8600000US61753
2498,35.0,39.0,female,23464,8600000US23464
4,20.0,20.0,male,25969,8600000US25969
209,50.0,54.0,male,60964,8600000US60964
98,50.0,54.0,male,80512,8600000US80512
23,40.0,44.0,male,96728,8600000US96728
181,5.0,9.0,female,13605,8600000US13605
11,80.0,84.0,male,71439,8600000US71439
120,70.0,74.0,female,54140,8600000US54140
24,35.0,39.0,male,61773,8600000US61773
217,70.0,74.0,male,97408,8600000US97408
104,22.0,24.0,male,18644,8600000US18644
433,0.0,4.0,male,15147,8600000US15147
502,35.0,39.0,male,41031,8600000US41031
7,65.0,66.0,female,65250,8600000US65250
559,25.0,29.0,female,17756,8600000US17756
94,45.0,49.0,female,75931,8600000US75931
3,80.0,84.0,female,39461,8600000US39461
191,50.0,54.0,female,53805,8600000US53805
6,18.0,19.0,female,1378,8600000US01378
659,45.0,49.0,female,39429,8600000US39429
165,22.0,24.0,male,37807,8600000US37807
8,20.0,20.0,male,24579,8600000US24579
241,62.0,64.0,female,75010,8600000US75010
273,85.0,nan,female,92129,8600000US92129
26,35.0,39.0,male,62051,8600000US62051
258,62.0,64.0,male,78229,8600000US78229
427,18.0,19.0,male,72023,8600000US72023
51,10.0,14.0,female,54489,8600000US54489
2,18.0,19.0,female,35545,8600000US35545
34,5.0,9.0,male,38076,8600000US38076
33,80.0,84.0,male,31527,8600000US31527
166,45.0,49.0,male,36043,8600000US36043
1,70.0,74.0,female,83281,8600000US83281
1355,0.0,4.0,male,83221,8600000US83221
859,0.0,4.0,male,16335,8600000US16335
26,70.0,74.0,female,65617,8600000US65617
27,10.0,14.0,male,42566,8600000US42566
419,30.0,34.0,female,90401,8600000US90401
3,20.0,20.0,male,99510,8600000US99510
13,70.0,74.0,female,50264,8600000US50264
2,20.0,20.0,male,21718,8600000US21718
25,55.0,59.0,female,24860,8600000US24860
3,22.0,24.0,male,65728,8600000US65728
142,70.0,74.0,female,31774,8600000US31774
1,20.0,20.0,male,24176,8600000US24176
489,18.0,19.0,female,923,8600000US00923
39710,nan,nan,nan,7011,8600000US07011
91,25.0,29.0,male,48063,8600000US48063
7,20.0,20.0,male,93626,8600000US93626
321,nan,nan,female,74084,8600000US74084
118,21.0,21.0,male,18064,8600000US18064
496,50.0,54.0,male,93636,8600000US93636
1,20.0,20.0,female,21679,8600000US21679
14,70.0,74.0,female,87523,8600000US87523
207,55.0,59.0,female,81419,8600000US81419
1168,45.0,49.0,male,34116,8600000US34116
22,60.0,61.0,male,95701,8600000US95701
59,65.0,66.0,male,42376,8600000US42376
45,30.0,34.0,female,16878,8600000US16878
19,18.0,19.0,female,43771,8600000US43771
268,85.0,nan,female,98104,8600000US98104
10,65.0,66.0,male,57461,8600000US57461
1774,25.0,29.0,female,72034,8600000US72034
1102,50.0,54.0,female,80524,8600000US80524
93,80.0,84.0,male,77995,8600000US77995
16932,nan,nan,nan,18109,8600000US18109
45,65.0,66.0,female,79525,8600000US79525
416,25.0,29.0,female,70422,8600000US70422
100,62.0,64.0,male,37030,8600000US37030
92,50.0,54.0,male,25033,8600000US25033
98,40.0,44.0,male,50536,8600000US50536
14,40.0,44.0,male,87083,8600000US87083
952,40.0,44.0,female,12306,8600000US12306
124,67.0,69.0,female,64730,8600000US64730
50,0.0,4.0,female,19706,8600000US19706
2317,10.0,14.0,female,28277,8600000US28277
905,45.0,49.0,female,77076,8600000US77076
294,20.0,20.0,female,2907,8600000US02907
399,45.0,49.0,female,48040,8600000US48040
11,85.0,nan,female,45418,8600000US45418
22,45.0,49.0,male,63531,8600000US63531
185,20.0,20.0,female,85020,8600000US85020
7,65.0,66.0,female,50119,8600000US50119
26,15.0,17.0,male,38721,8600000US38721
31,85.0,nan,female,20609,8600000US20609
16,15.0,17.0,male,97823,8600000US97823
15,70.0,74.0,male,42753,8600000US42753
9,50.0,54.0,male,74636,8600000US74636
7,18.0,19.0,male,97874,8600000US97874
531,15.0,17.0,male,43607,8600000US43607
27,18.0,19.0,male,22947,8600000US22947
2,80.0,84.0,male,71426,8600000US71426
46,20.0,20.0,male,54720,8600000US54720
4,25.0,29.0,female,52767,8600000US52767
6,40.0,44.0,female,52044,8600000US52044
484,50.0,54.0,male,32920,8600000US32920
1172,40.0,44.0,male,13027,8600000US13027
18,65.0,66.0,male,54821,8600000US54821
320,55.0,59.0,female,61525,8600000US61525
29,80.0,84.0,female,17364,8600000US17364
3,21.0,21.0,male,99743,8600000US99743
14,22.0,24.0,female,85625,8600000US85625
8,62.0,64.0,female,62514,8600000US62514
80,0.0,4.0,male,2653,8600000US02653
17,21.0,21.0,male,13812,8600000US13812
23,80.0,84.0,female,98253,8600000US98253
62,22.0,24.0,female,81211,8600000US81211
3,22.0,24.0,male,74034,8600000US74034
466,67.0,69.0,female,94066,8600000US94066
26,18.0,19.0,male,58251,8600000US58251
408,18.0,19.0,female,60068,8600000US60068
178,nan,nan,female,67340,8600000US67340
18,75.0,79.0,female,2666,8600000US02666
80,21.0,21.0,male,21409,8600000US21409
306,45.0,49.0,male,75758,8600000US75758
42,50.0,54.0,female,98941,8600000US98941
581,25.0,29.0,female,92408,8600000US92408
185,80.0,84.0,male,24450,8600000US24450
69,65.0,66.0,male,19520,8600000US19520
92,45.0,49.0,male,1611,8600000US01611
337,50.0,54.0,female,30740,8600000US30740
8,70.0,74.0,male,15738,8600000US15738
326,0.0,4.0,male,19540,8600000US19540
20,85.0,nan,female,83871,8600000US83871
43,35.0,39.0,male,74865,8600000US74865
154,65.0,66.0,female,77575,8600000US77575
1080,22.0,24.0,male,924,8600000US00924
46,45.0,49.0,female,14859,8600000US14859
24875,nan,nan,male,89129,8600000US89129
177,45.0,49.0,female,45130,8600000US45130
105,50.0,54.0,male,43071,8600000US43071
18,80.0,84.0,female,2808,8600000US02808
1306,35.0,39.0,female,89149,8600000US89149
1165,0.0,4.0,female,7470,8600000US07470
399,80.0,84.0,female,91326,8600000US91326
3,62.0,64.0,female,59026,8600000US59026
754,10.0,14.0,male,34972,8600000US34972
838,40.0,44.0,female,95776,8600000US95776
91,0.0,4.0,male,47471,8600000US47471
41,0.0,4.0,female,62573,8600000US62573
35,25.0,29.0,male,87461,8600000US87461
96,20.0,20.0,female,1570,8600000US01570
163,20.0,20.0,male,59105,8600000US59105
37,15.0,17.0,male,43360,8600000US43360
2941,25.0,29.0,female,10010,8600000US10010
67,20.0,20.0,male,14526,8600000US14526
5311,nan,nan,nan,55356,8600000US55356
26,80.0,84.0,female,39661,8600000US39661
1,65.0,66.0,female,82081,8600000US82081
93,25.0,29.0,male,1983,8600000US01983
31,5.0,9.0,female,64770,8600000US64770
6,10.0,14.0,male,58210,8600000US58210
1418,nan,nan,male,13612,8600000US13612
36,30.0,34.0,male,35554,8600000US35554
54,67.0,69.0,female,64061,8600000US64061
97,40.0,44.0,female,74733,8600000US74733
112,25.0,29.0,female,46797,8600000US46797
27,45.0,49.0,male,62905,8600000US62905
474,60.0,61.0,female,99206,8600000US99206
44,30.0,34.0,female,68876,8600000US68876
14,20.0,20.0,female,73552,8600000US73552
140,85.0,nan,male,1581,8600000US01581
2568,22.0,24.0,female,8901,8600000US08901
123,22.0,24.0,female,32176,8600000US32176
340,85.0,nan,male,10009,8600000US10009
76,25.0,29.0,female,27890,8600000US27890
20,10.0,14.0,female,50217,8600000US50217
327,62.0,64.0,male,54481,8600000US54481
4,22.0,24.0,male,65773,8600000US65773
8,18.0,19.0,female,25202,8600000US25202
331,55.0,59.0,female,54457,8600000US54457
505,22.0,24.0,male,2904,8600000US02904
2,45.0,49.0,female,24601,8600000US24601
31,21.0,21.0,female,95231,8600000US95231
280,15.0,17.0,female,44119,8600000US44119
764,55.0,59.0,female,6488,8600000US06488
18,70.0,74.0,male,59231,8600000US59231
76,67.0,69.0,male,95322,8600000US95322
691,22.0,24.0,female,19038,8600000US19038
171,15.0,17.0,female,43764,8600000US43764
23,15.0,17.0,female,76245,8600000US76245
11,0.0,4.0,female,66777,8600000US66777
413,15.0,17.0,female,35010,8600000US35010
48,65.0,66.0,female,38676,8600000US38676
3,80.0,84.0,female,66042,8600000US66042
29,67.0,69.0,male,27009,8600000US27009
163,0.0,4.0,male,3446,8600000US03446
481,67.0,69.0,female,50317,8600000US50317
12,67.0,69.0,female,27941,8600000US27941
2,40.0,44.0,male,69037,8600000US69037
1,22.0,24.0,female,99730,8600000US99730
19470,nan,nan,male,96707,8600000US96707
513,nan,nan,nan,47519,8600000US47519
4,67.0,69.0,female,56533,8600000US56533
21,65.0,66.0,female,42352,8600000US42352
5,10.0,14.0,male,21522,8600000US21522
1704,30.0,34.0,male,76116,8600000US76116
46,nan,nan,male,13641,8600000US13641
12,50.0,54.0,male,40865,8600000US40865
2,21.0,21.0,male,64149,8600000US64149
107,21.0,21.0,female,62220,8600000US62220
45,75.0,79.0,female,83347,8600000US83347
55,5.0,9.0,male,15747,8600000US15747
71,67.0,69.0,female,47432,8600000US47432
4,20.0,20.0,male,57441,8600000US57441
18,40.0,44.0,male,85371,8600000US85371
324,30.0,34.0,male,6238,8600000US06238
219,75.0,79.0,male,34428,8600000US34428
46,75.0,79.0,male,40008,8600000US40008
6,22.0,24.0,female,38950,8600000US38950
66,60.0,61.0,female,61362,8600000US61362
7,80.0,84.0,male,98572,8600000US98572
7,21.0,21.0,male,54632,8600000US54632
4,20.0,20.0,female,66755,8600000US66755
2973,nan,nan,nan,45659,8600000US45659
34074,nan,nan,nan,72956,8600000US72956
31,80.0,84.0,male,49425,8600000US49425
4,80.0,84.0,male,67458,8600000US67458
35,75.0,79.0,female,76878,8600000US76878
229,0.0,4.0,male,15037,8600000US15037
14,62.0,64.0,male,23844,8600000US23844
1360,40.0,44.0,female,60423,8600000US60423
48,30.0,34.0,male,4088,8600000US04088
42,20.0,20.0,female,78957,8600000US78957
3,0.0,4.0,female,5254,8600000US05254
3,30.0,34.0,female,73050,8600000US73050
556,75.0,79.0,female,94115,8600000US94115
41,70.0,74.0,female,49043,8600000US49043
1351,0.0,4.0,female,38002,8600000US38002
2363,25.0,29.0,female,43081,8600000US43081
2,20.0,20.0,female,23076,8600000US23076
745,55.0,59.0,female,50703,8600000US50703
2,15.0,17.0,female,87070,8600000US87070
1259,30.0,34.0,female,48105,8600000US48105
6,55.0,59.0,male,49918,8600000US49918
11,0.0,4.0,male,45835,8600000US45835
42,18.0,19.0,female,55037,8600000US55037
33,80.0,84.0,male,15636,8600000US15636
599,5.0,9.0,male,85653,8600000US85653
37,65.0,66.0,male,91906,8600000US91906
45,25.0,29.0,male,30575,8600000US30575
157,75.0,79.0,female,72472,8600000US72472
178,35.0,39.0,male,12090,8600000US12090
482,55.0,59.0,female,85501,8600000US85501
22,22.0,24.0,male,71326,8600000US71326
130,55.0,59.0,female,16844,8600000US16844
910,10.0,14.0,female,89106,8600000US89106
407,40.0,44.0,female,61455,8600000US61455
357,80.0,84.0,male,99362,8600000US99362
297,30.0,34.0,female,45107,8600000US45107
98,80.0,84.0,male,50316,8600000US50316
24,70.0,74.0,male,44235,8600000US44235
670,62.0,64.0,female,40299,8600000US40299
32,10.0,14.0,female,12967,8600000US12967
629,nan,nan,female,25564,8600000US25564
2,21.0,21.0,female,36793,8600000US36793
22,5.0,9.0,female,56683,8600000US56683
81,85.0,nan,male,31721,8600000US31721
17,62.0,64.0,male,68736,8600000US68736
82,85.0,nan,male,10604,8600000US10604
98,18.0,19.0,female,85929,8600000US85929
5267,nan,nan,male,22657,8600000US22657
48,50.0,54.0,male,51331,8600000US51331
279,80.0,84.0,female,7481,8600000US07481
1494,nan,nan,male,28512,8600000US28512
70,70.0,74.0,male,75683,8600000US75683
10,20.0,20.0,male,75630,8600000US75630
82,0.0,4.0,female,2808,8600000US02808
5,80.0,84.0,female,51558,8600000US51558
89,45.0,49.0,female,2109,8600000US02109
43,0.0,4.0,male,62990,8600000US62990
18,22.0,24.0,female,14839,8600000US14839
298,nan,nan,male,50141,8600000US50141
4,85.0,nan,male,62323,8600000US62323
9,80.0,84.0,female,38224,8600000US38224
51,15.0,17.0,female,95464,8600000US95464
456,80.0,84.0,female,8088,8600000US08088
156,40.0,44.0,male,12885,8600000US12885
30,22.0,24.0,male,17060,8600000US17060
127,50.0,54.0,male,1050,8600000US01050
131,75.0,79.0,male,56082,8600000US56082
12,60.0,61.0,male,43345,8600000US43345
21,20.0,20.0,male,64776,8600000US64776
114,21.0,21.0,male,62568,8600000US62568
65,20.0,20.0,female,1028,8600000US01028
18,45.0,49.0,female,61772,8600000US61772
179,nan,nan,male,45782,8600000US45782
286,60.0,61.0,female,17036,8600000US17036
282,60.0,61.0,male,70806,8600000US70806
519,60.0,61.0,female,97478,8600000US97478
15,35.0,39.0,male,41360,8600000US41360
43,22.0,24.0,female,16844,8600000US16844
44,60.0,61.0,female,8880,8600000US08880
54,75.0,79.0,female,39063,8600000US39063
13575,nan,nan,female,7108,8600000US07108
126,85.0,nan,male,39648,8600000US39648
6,65.0,66.0,female,52133,8600000US52133
70,10.0,14.0,female,89007,8600000US89007
1,65.0,66.0,male,61027,8600000US61027
4,0.0,4.0,female,68734,8600000US68734
262,67.0,69.0,male,11217,8600000US11217
22,30.0,34.0,male,73860,8600000US73860
33,50.0,54.0,male,87930,8600000US87930
134,30.0,34.0,male,19551,8600000US19551
49,18.0,19.0,male,29168,8600000US29168
5450,nan,nan,nan,18011,8600000US18011
148,5.0,9.0,female,32421,8600000US32421
13,62.0,64.0,male,62556,8600000US62556
48,62.0,64.0,female,13812,8600000US13812
22,5.0,9.0,female,65329,8600000US65329
1,80.0,84.0,male,18814,8600000US18814
14,67.0,69.0,male,14769,8600000US14769
674,55.0,59.0,female,29571,8600000US29571
49,60.0,61.0,male,34981,8600000US34981
14,18.0,19.0,male,62370,8600000US62370
244,55.0,59.0,female,96712,8600000US96712
35,35.0,39.0,female,87049,8600000US87049
2,0.0,4.0,female,21105,8600000US21105
7,67.0,69.0,female,71424,8600000US71424
435,50.0,54.0,male,23226,8600000US23226
5,22.0,24.0,male,1525,8600000US01525
1,70.0,74.0,female,82635,8600000US82635
3,85.0,nan,female,17217,8600000US17217
15,25.0,29.0,female,95922,8600000US95922
15,20.0,20.0,female,41121,8600000US41121
146,85.0,nan,female,6413,8600000US06413
968,30.0,34.0,female,30458,8600000US30458
147,10.0,14.0,male,4250,8600000US04250
1,70.0,74.0,female,12939,8600000US12939
276,30.0,34.0,male,39866,8600000US39866
67,18.0,19.0,male,72331,8600000US72331
437,45.0,49.0,female,48017,8600000US48017
850,55.0,59.0,female,28139,8600000US28139
1543,55.0,59.0,female,92557,8600000US92557
665,30.0,34.0,male,65473,8600000US65473
4,10.0,14.0,female,58325,8600000US58325
132,21.0,21.0,female,95677,8600000US95677
5,60.0,61.0,male,62419,8600000US62419
57,25.0,29.0,male,27503,8600000US27503
539,45.0,49.0,male,17931,8600000US17931
913,nan,nan,female,60955,8600000US60955
371,62.0,64.0,male,54304,8600000US54304
98,60.0,61.0,male,56320,8600000US56320
195,10.0,14.0,male,46148,8600000US46148
7,15.0,17.0,female,45310,8600000US45310
235,85.0,nan,female,92029,8600000US92029
83,40.0,44.0,female,16678,8600000US16678
3,20.0,20.0,male,24217,8600000US24217
60,5.0,9.0,male,49026,8600000US49026
44,45.0,49.0,male,10162,8600000US10162
64,40.0,44.0,male,34289,8600000US34289
121,20.0,20.0,male,29512,8600000US29512
233,15.0,17.0,female,21202,8600000US21202
1,30.0,34.0,female,50104,8600000US50104
19,50.0,54.0,male,64431,8600000US64431
480,15.0,17.0,male,37311,8600000US37311
28,70.0,74.0,female,84318,8600000US84318
30,5.0,9.0,male,64461,8600000US64461
18,45.0,49.0,female,70643,8600000US70643
159,55.0,59.0,male,66839,8600000US66839
163,60.0,61.0,male,15057,8600000US15057
27,85.0,nan,male,17572,8600000US17572
3,21.0,21.0,female,5462,8600000US05462
138,85.0,nan,male,44820,8600000US44820
215,21.0,21.0,male,92595,8600000US92595
26,75.0,79.0,male,17505,8600000US17505
5176,nan,nan,female,8512,8600000US08512
151,30.0,34.0,female,49421,8600000US49421
17,40.0,44.0,male,25007,8600000US25007
4333,nan,nan,female,28771,8600000US28771
779,18.0,19.0,male,77498,8600000US77498
1435,0.0,4.0,male,15601,8600000US15601
42,15.0,17.0,male,74369,8600000US74369
149,67.0,69.0,male,99603,8600000US99603
114,40.0,44.0,female,74435,8600000US74435
705,22.0,24.0,female,60088,8600000US60088
198,nan,nan,nan,58795,8600000US58795
901,15.0,17.0,female,783,8600000US00783
10,85.0,nan,male,65011,8600000US65011
423,10.0,14.0,female,30523,8600000US30523
166,75.0,79.0,male,85344,8600000US85344
18,25.0,29.0,female,67583,8600000US67583
